region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
AL-Arapiraca,2020-04-27,nowcast,1.3,0.6,2.2,1,1.6,0.24
AL-Arapiraca,2020-04-28,nowcast,1.3,0.5,2.1,1,1.6,0.25
AL-Arapiraca,2020-04-29,nowcast,1.3,0.6,2.1,1,1.5,0.23
AL-Arapiraca,2020-04-30,nowcast,1.3,0.6,2,1,1.5,0.19
AL-Arapiraca,2020-05-01,nowcast,1.3,0.6,2.1,1,1.6,0.19
AL-Arapiraca,2020-05-02,nowcast,1.4,0.7,2.1,1,1.6,0.16
AL-Arapiraca,2020-05-03,nowcast,1.4,0.8,2.2,1.1,1.6,0.13
AL-Arapiraca,2020-05-04,nowcast,1.5,0.8,2.2,1.2,1.7,0.1
AL-Arapiraca,2020-05-05,nowcast,1.5,0.9,2.2,1.2,1.7,0.07
AL-Arapiraca,2020-05-06,nowcast,1.5,0.9,2.2,1.2,1.7,0.06
AL-Arapiraca,2020-05-07,nowcast,1.6,1,2.2,1.3,1.7,0.04
AL-Arapiraca,2020-05-08,nowcast,1.6,1,2.2,1.3,1.8,0.03
AL-Arapiraca,2020-05-09,nowcast,1.5,1,2.1,1.3,1.7,0.03
AL-Arapiraca,2020-05-10,nowcast,1.5,1,2,1.3,1.7,0.03
AL-Arapiraca,2020-05-11,nowcast,1.5,1,2,1.3,1.7,0.03
AL-Arapiraca,2020-05-12,nowcast,1.4,1,1.9,1.2,1.6,0.05
AL-Arapiraca,2020-05-13,nowcast,1.4,1,1.8,1.2,1.6,0.07
AL-Arapiraca,2020-05-14,nowcast,1.3,0.9,1.7,1.1,1.5,0.08
AL-Arapiraca,2020-05-15,nowcast,1.3,1,1.7,1.2,1.4,0.07
AL-Arapiraca,2020-05-16,nowcast,1.3,0.9,1.6,1.2,1.4,0.07
AL-Arapiraca,2020-05-17,nowcast,1.3,1,1.7,1.2,1.4,0.05
AL-Arapiraca,2020-05-18,nowcast,1.3,1,1.7,1.2,1.4,0.04
AL-Arapiraca,2020-05-19,nowcast,1.3,1,1.7,1.2,1.4,0.04
AL-Arapiraca,2020-05-20,nowcast,1.3,1,1.6,1.2,1.4,0.03
AL-Arapiraca,2020-05-21,nowcast,1.3,1,1.6,1.2,1.4,0.04
AL-Arapiraca,2020-05-22,nowcast,1.3,1,1.6,1.2,1.4,0.04
AL-Arapiraca,2020-05-23,nowcast,1.3,1,1.5,1.1,1.4,0.05
AL-Arapiraca,2020-05-24,nowcast,1.3,1,1.6,1.2,1.4,0.03
AL-Arapiraca,2020-05-25,nowcast,1.3,1,1.6,1.2,1.4,0.02
AL-Arapiraca,2020-05-26,nowcast,1.3,1.1,1.6,1.2,1.4,0.01
