region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
MA-Açailândia,2020-04-21,nowcast,1.3,0.9,1.8,1,1.4,0.11
MA-Açailândia,2020-04-22,nowcast,1.3,0.8,1.8,1.1,1.4,0.14
MA-Açailândia,2020-04-23,nowcast,1.3,0.8,1.9,1.1,1.4,0.14
MA-Açailândia,2020-04-24,nowcast,1.3,0.9,1.8,1.1,1.4,0.11
MA-Açailândia,2020-04-25,nowcast,1.3,0.9,1.9,1.1,1.5,0.11
MA-Açailândia,2020-04-26,nowcast,1.3,0.9,1.9,1.1,1.5,0.13
MA-Açailândia,2020-04-27,nowcast,1.3,0.9,1.7,1.1,1.4,0.07
MA-Açailândia,2020-04-28,nowcast,1.3,0.9,1.7,1.1,1.4,0.07
MA-Açailândia,2020-04-29,nowcast,1.3,1,1.8,1.1,1.4,0.06
MA-Açailândia,2020-04-30,nowcast,1.3,1,1.7,1.1,1.4,0.06
MA-Açailândia,2020-05-01,nowcast,1.3,0.9,1.7,1.2,1.5,0.06
MA-Açailândia,2020-05-02,nowcast,1.3,1,1.7,1.1,1.4,0.06
MA-Açailândia,2020-05-03,nowcast,1.3,1,1.7,1.2,1.5,0.05
MA-Açailândia,2020-05-04,nowcast,1.3,1,1.6,1.2,1.4,0.04
MA-Açailândia,2020-05-05,nowcast,1.3,1,1.6,1.1,1.4,0.06
MA-Açailândia,2020-05-06,nowcast,1.3,1,1.6,1.2,1.4,0.06
MA-Açailândia,2020-05-07,nowcast,1.3,1,1.5,1.2,1.4,0.03
MA-Açailândia,2020-05-08,nowcast,1.3,1,1.6,1.2,1.4,0.06
MA-Açailândia,2020-05-09,nowcast,1.3,0.9,1.6,1.1,1.4,0.07
MA-Açailândia,2020-05-10,nowcast,1.2,1,1.5,1.1,1.3,0.07
MA-Açailândia,2020-05-11,nowcast,1.3,1,1.6,1.2,1.4,0.04
MA-Açailândia,2020-05-12,nowcast,1.3,1,1.5,1.2,1.3,0.02
MA-Açailândia,2020-05-13,nowcast,1.3,1,1.5,1.2,1.4,0.02
MA-Açailândia,2020-05-14,nowcast,1.3,1,1.5,1.2,1.4,0.02
MA-Açailândia,2020-05-15,nowcast,1.3,1.1,1.5,1.2,1.3,0.01
MA-Açailândia,2020-05-16,nowcast,1.3,1,1.5,1.2,1.4,0.03
MA-Açailândia,2020-05-17,nowcast,1.2,1,1.5,1.2,1.3,0.05
MA-Açailândia,2020-05-18,nowcast,1.3,1,1.5,1.2,1.3,0.01
MA-Açailândia,2020-05-19,nowcast,1.3,1.1,1.5,1.2,1.3,0.02
MA-Açailândia,2020-05-20,nowcast,1.2,1,1.4,1.1,1.3,0.03
MA-Açailândia,2020-05-21,nowcast,1.2,1,1.4,1.2,1.3,0.06
MA-Açailândia,2020-05-22,nowcast,1.2,1,1.4,1.1,1.2,0.07
MA-Açailândia,2020-05-23,nowcast,1.2,1,1.3,1.1,1.2,0.09
MA-Açailândia,2020-05-24,nowcast,1.1,0.9,1.3,1.1,1.2,0.14
MA-Açailândia,2020-05-25,nowcast,1.1,0.9,1.3,1,1.2,0.15
MA-Açailândia,2020-05-26,nowcast,1.1,0.9,1.3,1.1,1.2,0.19
MA-Açailândia,2020-05-27,nowcast,1.1,0.9,1.3,1,1.1,0.2
MA-Açailândia,2020-05-28,nowcast,1.1,0.9,1.2,1,1.1,0.25
MA-Açailândia,2020-05-29,nowcast,1.1,0.9,1.3,1,1.1,0.31
MA-Açailândia,2020-05-30,nowcast,1,0.9,1.2,1,1.1,0.32
MA-Açailândia,2020-05-31,nowcast,1,0.8,1.2,0.9,1.1,0.52
MA-Açailândia,2020-06-01,nowcast,1,0.7,1.1,0.9,1.1,0.67
MA-Açailândia,2020-06-02,nowcast,0.9,0.7,1,0.8,1,0.9
MA-Açailândia,2020-06-03,nowcast,0.7,0.6,0.9,0.7,0.8,0.99
MA-Açailândia,2020-06-04,nowcast,0.7,0.5,0.9,0.6,0.8,1
MA-Açailândia,2020-06-05,nowcast,0.7,0.5,0.8,0.6,0.7,1
