region,date,type,median,lower_90,upper_90,lower_50,upper_50,prob_control
PB-Cajazeiras,2020-05-01,nowcast,1.1,0.2,2.2,0.7,1.4,0.4
PB-Cajazeiras,2020-05-02,nowcast,1.1,0.2,2.1,0.6,1.3,0.41
PB-Cajazeiras,2020-05-03,nowcast,1.1,0.2,2.2,0.6,1.3,0.41
PB-Cajazeiras,2020-05-04,nowcast,1.2,0.2,2.2,0.7,1.4,0.38
PB-Cajazeiras,2020-05-05,nowcast,1.2,0.3,2.2,0.7,1.4,0.38
PB-Cajazeiras,2020-05-06,nowcast,1.2,0.3,2.2,0.7,1.4,0.34
PB-Cajazeiras,2020-05-07,nowcast,1.2,0.3,2.3,0.7,1.5,0.33
PB-Cajazeiras,2020-05-08,nowcast,1.3,0.4,2.4,0.8,1.6,0.3
PB-Cajazeiras,2020-05-09,nowcast,1.3,0.4,2.3,0.8,1.5,0.29
PB-Cajazeiras,2020-05-10,nowcast,1.3,0.4,2.2,0.8,1.5,0.29
PB-Cajazeiras,2020-05-11,nowcast,1.3,0.4,2.2,0.9,1.5,0.27
PB-Cajazeiras,2020-05-12,nowcast,1.3,0.4,2.3,0.9,1.6,0.23
PB-Cajazeiras,2020-05-13,nowcast,1.3,0.5,2.3,0.9,1.6,0.22
PB-Cajazeiras,2020-05-14,nowcast,1.4,0.6,2.3,1,1.6,0.2
PB-Cajazeiras,2020-05-15,nowcast,1.4,0.6,2.2,1,1.6,0.2
PB-Cajazeiras,2020-05-16,nowcast,1.4,0.7,2.3,1,1.6,0.16
PB-Cajazeiras,2020-05-17,nowcast,1.4,0.7,2.2,1,1.6,0.15
PB-Cajazeiras,2020-05-18,nowcast,1.4,0.7,2.2,1.1,1.7,0.16
PB-Cajazeiras,2020-05-19,nowcast,1.4,0.7,2.1,1.1,1.6,0.14
PB-Cajazeiras,2020-05-20,nowcast,1.4,0.7,2.1,1.1,1.6,0.12
PB-Cajazeiras,2020-05-21,nowcast,1.4,0.8,2.1,1.1,1.6,0.12
PB-Cajazeiras,2020-05-22,nowcast,1.4,0.8,2,1.1,1.6,0.11
PB-Cajazeiras,2020-05-23,nowcast,1.4,0.8,2,1.1,1.6,0.13
PB-Cajazeiras,2020-05-24,nowcast,1.3,0.8,1.9,1.1,1.5,0.14
PB-Cajazeiras,2020-05-25,nowcast,1.3,0.8,1.8,1.1,1.5,0.17
PB-Cajazeiras,2020-05-26,nowcast,1.3,0.8,1.8,1,1.4,0.18
PB-Cajazeiras,2020-05-27,nowcast,1.2,0.7,1.7,1,1.4,0.21
PB-Cajazeiras,2020-05-28,nowcast,1.2,0.7,1.7,1,1.4,0.21
PB-Cajazeiras,2020-05-29,nowcast,1.2,0.7,1.6,1,1.4,0.21
PB-Cajazeiras,2020-05-30,nowcast,1.2,0.8,1.7,1,1.3,0.21
PB-Cajazeiras,2020-05-31,nowcast,1.2,0.8,1.7,1,1.4,0.2
PB-Cajazeiras,2020-06-01,nowcast,1.2,0.8,1.7,1,1.3,0.2
PB-Cajazeiras,2020-06-02,nowcast,1.2,0.8,1.6,1,1.3,0.19
PB-Cajazeiras,2020-06-03,nowcast,1.2,0.8,1.6,1,1.4,0.17
